PRICE_NOTATION,ROUNDED_NOTIONAL_AMOUNT_1,Payment,EXCEEDS_ROUNDED_NOTIONAL_AMOUNT,CANCEL,CORRECT,NEW,Number_of_observations,CANCEL_ONLY,CORRECT_ONLY,NEW_ONLY
107.78755277777773,16484259.25925926,1777192812.3333333,1,1,0,107.0,108,1,0,106.0
107.44183879781414,18647158.469945356,2008315347.5409837,2,7,0,176.0,183,7,0,169.0
107.49222802419348,18122862.903225806,1948044817.3387096,1,2,0,246.0,248,2,0,244.0
107.1490154430379,18622784.810126584,1995879212.056962,5,2,1,313.0,316,1,1,311.0
106.93254496402875,17968741.007194243,1921523359.1726618,2,1,0,277.0,278,1,0,276.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.29023248730967,16852791.878172588,1808602479.9492385,2,2,0,195.0,197,2,0,193.0
107.5288070967741,20478669.35483871,2200161586.370968,3,11,11,227.0,248,0,11,216.0
107.4519582089552,20432835.820895523,2190645055.783582,4,12,1,255.0,268,11,1,243.0
107.55835416666662,19884615.384615384,2138818742.9487178,0,2,0,154.0,156,2,0,152.0
107.9458265100671,16943389.261744965,1828789349.6979866,1,4,0,145.0,149,4,0,141.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.80544680232562,16802441.860465117,1811823509.3023255,4,1,0,171.0,172,1,0,170.0
107.81699455128205,15830128.205128206,1707966192.9487178,1,4,1,151.0,156,3,1,147.0
107.81390614035087,16013684.210526315,1726107001.4619882,0,1,1,169.0,171,0,1,168.0
107.1308674230768,31488116.85823755,3367949393.9471154,48,33,15,474.0,520,18,15,441.0
106.51841266666672,32095129.411764707,3446625556.471765,27,10,5,240.0,255,5,5,230.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.80328701550387,29337248.062015504,3162257211.7829456,28,26,25,207.0,258,1,25,181.0
107.72641319796956,29293187.817258883,3160049566.4137053,16,11,11,176.0,197,0,11,165.0
107.81550296511631,34044941.86046512,3672292811.5697675,21,16,5,151.0,172,11,5,135.0
107.7192420689655,20636080.689655174,2224880318.817241,4,2,2,141.0,145,0,2,139.0
108.39639603278694,28546590.163934425,3122604873.114754,16,8,8,289.0,305,0,8,281.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.3839224770642,21124495.412844036,2269832303.669725,6,3,1,214.0,218,2,1,211.0
107.1297101993356,19957275.747508306,2139239531.627907,6,9,9,283.0,301,0,9,274.0
107.35351179245282,19545400.943396226,2100325245.04717,3,5,3,204.0,212,2,3,199.0
105.80942744479499,18980977.917981073,1999292853.4700315,4,19,8,290.0,317,11,8,271.0
106.70464335211263,21089943.66197183,2250840617.746479,7,9,2,344.0,355,7,2,335.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.75625608040195,21209045.226130653,2262598567.738693,6,0,0,199.0,199,0,0,199.0
106.73188241635684,17817918.215613384,1902359013.7918215,1,7,0,262.0,269,7,0,255.0
100.0868746938776,25514285.714285713,2558243116.8163266,8,13,9,223.0,245,4,9,210.0
107.08244768518519,22006388.888888888,2358112689.814815,3,2,2,105.0,108,0,2,103.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.11289339622643,21361509.433962263,2292377064.3018866,3,6,0,100.0,106,6,0,94.0
107.16509689440997,19327391.304347824,2065779639.1304348,7,5,4,152.0,161,1,4,147.0
106.62783101796407,24195299.401197605,2582457197.0838323,8,6,6,157.0,167,0,6,151.0
108.34442544910179,23943113.77245509,2623681203.5928144,6,6,5,156.0,167,1,5,150.0
106.88472859813082,24822429.906542055,2646842293.457944,16,12,11,191.0,214,1,11,179.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
102.26337648936175,16096276.59574468,1607043786.1702127,2,8,7,173.0,188,1,7,165.0
106.96746200000003,24955937.5,2669305589.6875,9,5,1,154.0,160,4,1,149.0
106.67254372448974,24427602.040816326,2604695385.714286,4,7,5,184.0,196,2,5,177.0
106.97188387096773,16767741.935483871,1794600016.1290324,0,4,4,86.0,93,0,4,82.0
107.99576095477389,24175929.648241207,2638869357.889447,9,9,4,186.0,199,5,4,177.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
104.83852706766919,19428872.18045113,2090463706.3157895,2,5,5,124.0,133,0,5,119.0
106.77698631284916,20069664.804469272,2138417611.801676,8,5,1,173.0,179,4,1,168.0
106.39100528735634,21692988.50574713,2286821286.551724,8,2,2,170.0,174,0,2,168.0
109.28595306220096,15683397.129186602,1689938078.6755981,0,8,3,198.0,209,5,3,190.0
101.28117384105964,19539668.874172185,1873345444.8344371,3,6,6,139.0,151,0,6,133.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.25187950819671,20196721.31147541,2170498572.9508195,3,3,1,57.0,61,2,1,54.0
107.1596625,17309000.0,1857527070.0,0,0,0,20.0,20,0,0,20.0
107.50490229166671,25900208.333333332,2789270501.4583335,4,2,0,46.0,48,2,0,44.0
107.00538611111114,18972222.222222224,2030852934.7222223,4,4,2,66.0,72,2,2,62.0
106.76041015873017,20230769.230769232,2178379847.6190476,1,4,3,58.0,63,1,3,54.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.72954347826085,14917826.086956521,1591665476.2608695,0,0,0,23.0,23,0,0,23.0
106.75970385964914,18639649.12280702,1992784626.491228,2,1,1,55.0,57,0,1,54.0
106.78450962264145,14168301.886792453,1512718215.690566,2,4,0,49.0,53,4,0,45.0
107.48094677419354,16354838.709677419,1760959701.612903,0,1,1,29.0,31,0,1,28.0
93.35968275862068,17620689.655172415,1536133525.862069,0,3,2,24.0,29,1,2,21.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
128.51566184210523,20793703.94736842,2315257134.868421,4,3,1,34.0,38,2,1,31.0
107.99207857142855,21714285.714285713,2347032678.571429,0,3,1,31.0,35,2,1,28.0
277.78931062992126,15133543.307086615,3576180423.2283463,1,5,5,121.0,127,0,5,116.0
108.32735468749996,30462500.0,3300076718.75,10,18,16,62.0,96,2,16,44.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
108.52858055555552,26124722.222222224,2835842202.2222223,3,4,3,29.0,36,1,3,25.0
130.03373094339628,18098113.20754717,2008071274.1509433,1,9,3,41.0,53,6,3,32.0
108.4646741935484,22680161.29032258,2459423278.225806,0,0,0,31.0,31,0,0,31.0
108.26641188524596,19890000.0,2150113913.9344263,2,13,12,97.0,122,1,12,84.0
108.773585,24965909.09090909,2719277168.181818,1,3,3,39.0,44,0,3,36.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
108.5389351851852,18486666.666666668,2017825988.8888888,0,2,1,24.0,27,1,1,22.0
108.87908981481479,26849629.62962963,2922476072.2222223,4,3,3,50.0,54,0,3,47.0
108.81117448979592,22551020.408163264,2454083866.3265305,3,0,0,49.0,49,0,0,49.0
108.07792686567163,29774477.6119403,3196920931.522388,7,7,7,53.0,67,0,7,46.0
108.60064814814817,25944814.814814813,2819584035.185185,2,7,2,45.0,54,5,2,38.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
108.08542794117643,33831470.5882353,3642077873.529412,2,2,0,32.0,34,2,0,30.0
108.346923076923,23497884.615384616,2534837996.1538463,2,3,0,49.0,52,3,0,46.0
108.3137596153846,28195000.0,3051936453.205128,4,5,4,69.0,78,1,4,64.0
108.88585984848486,33526969.696969695,3645515071.212121,5,6,1,59.0,66,5,1,53.0
108.90997903225805,27119677.419354837,2941805452.2580647,1,3,2,26.0,31,1,2,23.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
109.19440999999998,22794117.647058822,2488948038.2352943,0,0,0,17.0,17,0,0,17.0
108.72713117647052,18054000.0,1964739843.6,3,3,0,82.0,85,3,0,79.0
108.76260662499999,17891250.0,1945273378.75,0,0,0,80.0,80,0,0,80.0
108.84791666666665,13982307.692307692,1521851658.974359,1,2,2,36.0,39,0,2,34.0
108.32388828571429,22460857.14285714,2417384389.142857,0,0,0,35.0,35,0,0,35.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
83.7155928571428,25898571.42857143,2187399550.571429,2,13,13,45.0,70,0,13,32.0
108.44577190476188,23714285.714285713,2565141000.0,3,3,1,38.0,42,2,1,35.0
92.12230729166667,18732291.666666668,1718566604.1666667,0,4,3,41.0,48,1,3,37.0
109.02142857142857,27371428.57142857,2982882000.0,1,1,1,13.0,14,0,1,12.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
108.94902285714284,27591428.57142857,3005310400.0,3,2,1,32.0,35,1,1,30.0
108.54170212765958,24433404.25531915,2651486780.8510637,2,1,0,46.0,47,1,0,45.0
108.8285317857143,19987857.14285714,2172719590.178571,0,7,0,49.0,56,7,0,42.0
107.93553916666673,25904305.555555556,2750974861.8055553,6,2,2,68.0,72,0,2,66.0
108.55842857142856,21535714.285714287,2338137261.904762,0,0,0,21.0,21,0,0,21.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
72.87041666666667,24004166.666666668,1833321493.0555556,0,6,6,24.0,36,0,6,18.0
126.44916363636366,20366136.363636363,2915642222.7272725,2,2,1,41.0,44,1,1,39.0
108.39112017543863,28535614.03508772,3099023290.3508773,6,4,4,49.0,57,0,4,45.0
108.21476526315796,22783473.684210528,2466194781.5789475,4,4,1,90.0,95,3,1,86.0
108.12949809523815,19857142.85714286,2149191633.3333335,1,3,0,102.0,105,3,0,99.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.5739681355932,25033898.305084746,2671554677.9661016,3,4,1,54.0,59,3,1,50.0
108.12592833333336,15459444.444444444,1671526267.5925925,1,3,1,50.0,54,2,1,47.0
108.18682325581393,16127906.976744186,1744790156.9767442,0,1,0,42.0,43,1,0,41.0
108.16453000000001,24152500.0,2615805587.5,2,0,0,40.0,40,0,0,40.0
75.82844490909089,16836363.636363637,1635584292.7272727,1,9,5,41.0,55,4,5,32.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.54624285714286,23511142.85714286,2530909814.285714,3,1,0,34.0,35,1,0,33.0
107.65633189655169,21862068.96551724,2351842956.8965516,1,2,0,56.0,58,2,0,54.0
107.80874812500001,23094583.333333332,2488978150.929167,2,2,1,45.0,48,1,1,43.0
106.74644653543314,29519803.1496063,3152780086.2598424,13,7,6,114.0,127,1,6,107.0
103.55856596273283,22809875.776397515,2346682894.409938,6,11,6,144.0,161,5,6,133.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.68053787234044,23819148.936170213,2540965017.3404255,4,4,1,89.0,94,3,1,85.0
106.44165263157905,28884000.0,3056779015.263158,10,4,2,89.0,95,2,2,85.0
106.33576240310093,15931860.46511628,1694458936.4341085,0,1,1,127.0,129,0,1,126.0
88.19359927927937,24740630.63063063,2048993680.5126126,4,11,9,91.0,111,2,9,80.0
106.49883903225809,22167419.35483871,2361670298.092473,5,1,1,91.0,93,0,1,90.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.27266455696208,21329113.924050633,2287364765.822785,3,1,0,78.0,79,1,0,77.0
106.81066643835612,13251780.821917808,1418731612.328767,1,2,1,70.0,73,1,1,68.0
107.3083808641975,19620370.37037037,2107549086.419753,3,5,2,74.0,81,3,2,69.0
107.53425121951217,28170731.707317073,3033117719.512195,2,3,1,37.0,41,2,1,34.0
107.71363636363638,16283272.727272727,1754484250.909091,0,0,0,55.0,55,0,0,55.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.65224117647057,15590784.31372549,1674506435.2941177,0,3,2,46.0,51,1,2,43.0
108.07807954545456,15207954.545454545,1644238670.4545455,1,1,1,43.0,44,0,1,42.0
107.11632081081082,27067567.56756757,2899617114.864865,4,8,5,61.0,74,3,5,53.0
108.18302039999995,32122800.0,3474461006.0,4,0,0,50.0,50,0,0,50.0
108.11881795454543,22820454.545454547,2467597680.681818,3,0,0,44.0,44,0,0,44.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
108.18010000000001,36846153.84615385,3984190500.0,2,0,0,13.0,13,0,0,13.0
108.03308823529413,21179411.76470588,2284976735.2941175,1,0,0,34.0,34,0,0,34.0
108.3032608695652,14873043.47826087,1609787202.173913,0,0,0,23.0,23,0,0,23.0
107.87824661016947,18174576.27118644,1937754876.2711864,2,4,2,53.0,59,2,2,49.0
108.08079545454544,22596363.636363637,2442422486.3636365,0,0,0,22.0,22,0,0,22.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
108.21266303030302,19069696.96969697,2063356566.6666667,1,3,0,30.0,33,3,0,27.0
107.83863065217389,16421739.130434783,1757530022.3369565,1,1,0,45.0,46,1,0,44.0
79.1957703738318,24531308.41121495,2032129034.672897,4,18,15,74.0,107,3,15,56.0
107.45786535211268,21143661.971830986,2274389363.943662,3,4,2,65.0,71,2,2,61.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
99.66405660377352,18573773.58490566,1799396228.3018868,0,9,7,37.0,53,2,7,28.0
107.37292376068378,27963418.803418804,3001894054.3589745,6,8,2,107.0,117,6,2,99.0
107.2257125490196,25746470.588235293,2760225592.1568627,3,3,3,48.0,51,0,3,45.0
113.0922046031746,27531746.031746034,2968116155.2380953,4,3,0,60.0,63,3,0,57.0
106.704216627907,29523255.81395349,3145622752.3255816,7,2,2,82.0,86,0,2,80.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.30684921875002,25949218.75,2731581631.09375,6,1,0,63.0,64,1,0,62.0
106.55957578313254,18806626.506024096,2003928258.9036145,2,4,1,78.0,83,3,1,74.0
107.16822485549136,28599710.98265896,3065761903.8901734,11,9,2,162.0,173,7,2,153.0
116.08793440000001,24054600.0,2641951852.0,1,1,0,49.0,50,1,0,48.0
107.21163906249994,19284218.75,2056206937.65625,4,3,0,61.0,64,3,0,58.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.79835000000001,24941186.274509802,2645158719.5343137,2,3,0,48.0,51,3,0,45.0
106.70068514705882,22430441.17647059,2398300551.470588,2,1,0,67.0,68,1,0,66.0
106.4735747368421,16299884.210526315,1735070234.4210527,1,3,1,91.0,95,2,1,88.0
106.0284975,23561891.891891893,2485274362.8378377,4,7,5,136.0,148,2,5,129.0
109.48123990291259,25035922.330097087,3036664987.669903,6,0,0,103.0,103,0,0,103.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
105.19582048387097,21889758.06451613,2302924423.225806,3,12,4,108.0,124,8,4,96.0
109.31331986301376,20411027.397260275,2195339623.287671,4,4,2,140.0,146,2,2,136.0
106.03337198473278,18736030.534351144,1987281566.259542,2,6,2,123.0,131,4,2,117.0
106.26624048780484,19905934.959349595,2114799258.9430895,1,9,7,107.0,123,2,7,98.0
106.78264047999996,25879120.0,2763010928.4,3,10,3,112.0,125,7,3,102.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
103.16461818181816,19839090.90909091,2123892598.1090908,0,5,0,50.0,55,5,0,45.0
106.03792047058828,22108941.17647059,2322653872.2352943,5,7,3,75.0,85,4,3,68.0
106.24227989795911,20807244.897959184,2205488394.4897957,3,5,2,91.0,98,3,2,86.0
104.39071156250009,38771777.777777776,4087241269.241071,38,8,2,215.0,224,6,2,207.0
105.76965378571424,36102357.21428572,3817547871.8630214,29,6,2,132.0,140,4,2,126.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
90.85187753623187,28504685.990338165,2668350127.94686,26,22,3,182.0,207,19,3,160.0
92.82150261658032,36600699.48186529,3317266777.746114,61,58,31,297.0,386,27,31,239.0
102.29035205882349,26971588.23529412,2569213387.452941,22,16,9,145.0,170,7,9,129.0
103.52694867816092,28060344.827586208,2913610883.1034484,18,16,6,152.0,174,10,6,136.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
105.7673730357143,23096071.42857143,2434746090.535714,6,5,3,104.0,112,2,3,99.0
84.14845761061949,29932079.6460177,2166176264.380531,27,38,22,166.0,226,16,22,128.0
106.47889336842104,28934947.36842105,3064314864.631579,6,9,2,84.0,95,7,2,75.0
100.65764735714284,32250000.0,3062410824.285714,21,7,4,129.0,140,3,4,122.0
106.75942921568631,26722549.019607842,2857696657.8431373,3,1,0,50.0,51,1,0,49.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.61981142857142,19636363.636363637,2096929656.1038961,1,7,2,68.0,77,5,2,61.0
88.2091507692308,29824175.824175823,2371812284.6153846,9,14,5,72.0,91,9,5,58.0
106.06724936708856,15092151.898734177,1602994317.5544305,1,5,2,72.0,79,3,2,67.0
106.53177862500002,26924625.0,2876855445.0,8,6,3,71.0,80,3,3,65.0
106.93561024691355,21861111.111111112,2330869562.4691358,1,3,3,76.0,81,0,3,73.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.92749400000001,20409200.0,2183281196.0,3,1,0,99.0,100,1,0,98.0
106.88344192771085,22372409.638554215,2390278879.518072,3,4,2,77.0,83,2,2,73.0
107.00703633802814,25029577.46478873,2675238542.6760564,6,3,1,67.0,71,2,1,64.0
99.79754017543856,15221929.824561404,1445173377.8947368,1,4,4,49.0,57,0,4,45.0
107.0303307142857,21416666.666666668,2291898796.428571,3,2,0,40.0,42,2,0,38.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.30926647058826,11787058.823529411,1263703807.3411765,0,1,0,16.0,17,1,0,15.0
,,,0,0,0,0.0,0,0,0,0.0
106.94450395833336,29605208.333333332,3173355500.15625,7,1,1,46.0,48,0,1,45.0
96.98695294117647,18778117.647058822,1629655750.0,1,10,3,72.0,85,7,3,62.0
98.46947634615384,39139423.07692308,3943100775.3846154,15,4,3,45.0,52,1,3,41.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.5281727272727,26151515.151515152,2778679757.5757575,1,3,1,29.0,33,2,1,26.0
100.30300942028984,19021884.057971016,1709775667.3913043,2,3,2,64.0,69,1,2,61.0
106.57109641509435,28653773.58490566,3065989064.1509433,14,18,2,86.0,106,16,2,68.0
94.22574076190475,27463142.85714286,2613663164.395238,6,16,8,81.0,105,8,8,65.0
145.57001887323943,16765774.647887323,2014897033.6619718,1,7,3,61.0,71,4,3,54.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.69101728395064,29216913.580246914,3120286291.3580246,11,5,5,71.0,81,0,5,66.0
78.17981033707865,34404606.741573036,2244939475.280899,14,16,8,65.0,89,8,8,49.0
106.91218333333335,26592592.592592593,2827934070.3703704,0,2,1,24.0,27,1,1,22.0
,,,0,0,0,0.0,0,0,0,0.0
107.24207222222223,13973888.888888888,1496065111.1111112,0,1,1,17.0,18,0,1,16.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.91869822580651,29487903.225806452,3164321970.645161,3,4,2,56.0,62,2,2,52.0
106.73428965517242,28277620.689655174,3022349258.8505745,7,5,2,80.0,87,3,2,75.0
107.3879329032259,23054623.65591398,2479743031.290323,5,8,5,80.0,93,3,5,72.0
107.25368849056608,23681509.433962263,2540400723.207547,4,0,0,53.0,53,0,0,53.0
106.06621708333334,23841666.666666668,2493557923.9583335,4,1,1,46.0,48,0,1,45.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.48887035087719,18087719.298245613,1929132110.7017543,1,2,1,54.0,57,1,1,52.0
105.82177401639345,20293770.491803277,2150179035.819672,5,17,7,98.0,122,10,7,81.0
105.22961390476199,16306571.42857143,1718139053.4285715,4,7,2,96.0,105,5,2,89.0
105.51744431578945,16042105.263157895,1695350759.368421,1,10,5,80.0,95,5,5,70.0
104.68892329787236,25210957.44680851,2644300110.106383,4,8,3,83.0,94,5,3,75.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
104.23339068493154,27619315.06849315,2877701132.60274,3,9,3,61.0,73,6,3,52.0
103.28948728395056,26588888.888888888,2749688057.8271604,7,3,3,75.0,81,0,3,72.0
105.15070647058822,25930196.07843137,2733751635.2941175,11,10,5,138.0,153,5,5,128.0
106.1885126923077,20355512.82051282,2149932576.025641,2,9,4,65.0,78,5,4,56.0
110.52637770833333,19196875.0,2054389027.4895833,2,3,1,44.0,48,2,1,41.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.45910274999999,13366250.0,1418581252.475,0,0,0,40.0,40,0,0,40.0
106.5825256521739,13886086.956521738,1476227480.8695652,0,1,0,22.0,23,1,0,21.0
106.65068,4400000.0,469293400.0,0,0,0,5.0,5,0,0,5.0
,,,0,0,0,0.0,0,0,0,0.0
106.79137499999997,16916666.666666668,1807164791.6666667,0,0,0,12.0,12,0,0,12.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.19934210526314,20123157.89473684,2123841021.0526316,0,1,1,17.0,19,0,1,16.0
106.10158571428572,25966326.530612245,2745215266.5306125,0,5,3,41.0,49,2,3,36.0
105.97384615384614,13961538.461538462,1480260384.6153846,0,0,0,13.0,13,0,0,13.0
,,,0,0,0,0.0,0,0,0,0.0
106.11264857142858,21751428.57142857,2307724997.482143,1,0,0,28.0,28,0,0,28.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
105.5237301515152,24051060.606060605,2536704265.757576,4,1,1,64.0,66,0,1,63.0
104.921599375,30645142.85714286,3271912700.15625,9,1,0,69.0,64,1,0,68.0
105.21582731343283,21637761.19402985,2273962219.402985,5,0,0,67.0,67,0,0,67.0
105.62440253012048,23809036.14457831,2515141315.3012047,7,2,2,79.0,83,0,2,77.0
105.67627499999998,13480000.0,1425659981.0,0,4,1,45.0,50,3,1,41.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
105.63578955223879,25316417.91044776,2676275249.2537313,2,11,10,46.0,67,1,10,35.0
105.64990945945947,21924864.864864863,2316745727.027027,4,3,2,69.0,74,1,2,66.0
105.05451438775513,17636224.48979592,1852479195.4081633,3,5,3,90.0,98,2,3,85.0
105.18047662650602,18333012.04819277,1924434145.7831326,2,4,4,75.0,83,0,4,71.0
104.98451764705881,10763235.294117646,1130729852.5,0,0,0,68.0,68,0,0,68.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
104.95049964912286,16434035.087719299,1721315296.8421052,1,1,1,55.0,57,0,1,54.0
104.91186701298697,30277662.33766234,3180116227.2727275,6,5,5,67.0,77,0,5,62.0
105.51009178571427,20349166.666666668,2149934490.714286,5,7,2,75.0,84,5,2,68.0
90.0957786451613,26219161.29032258,2178872046.516129,11,40,17,98.0,155,23,17,58.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.21153807692306,21584615.384615384,2294657123.076923,2,3,0,49.0,52,3,0,46.0
106.00751818181817,12254545.454545455,1299789036.3636363,0,1,0,54.0,55,1,0,53.0
105.95456369230763,21880307.692307692,2319812467.0,3,1,1,64.0,65,0,1,63.0
105.69237962962967,15801851.851851853,1670381339.7222223,1,0,0,54.0,54,0,0,54.0
99.5245816438356,21734931.506849315,2003767954.2465754,3,3,2,68.0,73,1,2,65.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
105.5177034375,15093750.0,1593024550.0,1,7,7,50.0,64,0,7,43.0
106.20244655172414,17674310.344827585,1878009556.3793104,1,0,0,58.0,58,0,0,58.0
106.25053742574265,27586930.693069305,2934346653.069307,18,10,3,88.0,101,7,3,78.0
106.22458913043477,22393260.86956522,2380901045.652174,4,1,1,45.0,46,0,1,44.0
106.04832027397262,25247260.273972604,2660060792.191781,5,6,2,65.0,73,4,2,59.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.30647949999998,12266666.666666666,1303841443.6666667,0,3,1,56.0,60,2,1,53.0
106.4625279411765,23650882.352941178,2518266665.5882354,3,3,1,30.0,34,2,1,27.0
106.30024927272731,22530363.636363637,2391239906.7272725,3,3,0,52.0,55,3,0,49.0
105.99656756756762,19689189.18918919,2081626081.0810812,2,1,0,73.0,74,1,0,72.0
106.08840624999996,17011718.75,1802771011.71875,1,7,2,55.0,64,5,2,48.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.48370321428573,11596428.57142857,1235242412.142857,0,2,0,26.0,28,2,0,24.0
106.32063595505619,24794382.02247191,2633003257.303371,4,8,1,80.0,89,7,1,72.0
106.40606483870968,23967741.93548387,2550219972.2580647,2,0,0,31.0,31,0,0,31.0
107.16100030303033,32822424.242424242,3521927229.5757575,6,2,1,30.0,33,1,1,28.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
106.06043736842108,13305263.157894736,1410316965.2631578,0,0,0,19.0,19,0,0,19.0
107.26357450980393,26781568.62745098,2873779245.098039,7,2,0,49.0,51,2,0,47.0
85.55613389830506,28492881.355932202,2328734839.8305087,3,6,6,47.0,59,0,6,41.0
106.90082553191495,25744680.85106383,2732852468.0851064,3,3,1,43.0,47,2,1,40.0
107.06639588235295,25411764.70588235,2723015220.392157,3,2,0,49.0,51,2,0,47.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.45770588235295,12444117.647058824,1331540730.2941177,0,0,0,34.0,34,0,0,34.0
106.70107000000007,16579787.234042553,1780225766.1702127,0,1,0,46.0,47,1,0,45.0
106.59818043478255,20401956.52173913,2189583619.130435,2,0,0,46.0,46,0,0,46.0
107.57607277777781,19037037.037037037,2047588879.6296296,3,0,0,54.0,54,0,0,54.0
105.51884512195122,17414634.14634146,1869702794.7560976,5,9,0,73.0,82,9,0,64.0
,,,0,0,0,0.0,0,0,0,0.0
,,,0,0,0,0.0,0,0,0,0.0
107.7705481609195,23829080.459770113,2564179986.6666665,5,12,9,66.0,87,3,9,54.0
107.17492446428574,23373392.85714286,2505764044.553571,10,4,1,107.0,112,3,1,103.0
107.36116080000004,19706933.333333332,2112929612.0,2,3,0,72.0,75,3,0,69.0
107.01015131578951,30307368.42105263,3212196994.736842,9,10,7,59.0,76,3,7,49.0
107.2860218333333,18823333.333333332,2019575193.3333333,1,5,0,55.0,60,5,0,50.0
