PRICE_NOTATION,ROUNDED_NOTIONAL_AMOUNT_1,Payment,EXCEEDS_ROUNDED_NOTIONAL_AMOUNT,CANCEL,CORRECT,NEW,Number_of_observations,Payment_std,Payment_min,Payment_max,CANCEL_ONLY,CORRECT_ONLY,NEW_ONLY,day,year,month,dayofweek,quarter
92.5625,6500000.0,610625000.0,0,2,0,0.0,2,481716494.6833355,270000000.0,951250000.0,2,0,0.0,15,2013,3,4,1
,,,0,0,0,0.0,0,,,,0,0,0.0,16,2013,3,5,1
,,,0,0,0,0.0,0,,,,0,0,0.0,17,2013,3,6,1
,,,0,0,0,0.0,0,,,,0,0,0.0,18,2013,3,0,1
,,,0,0,0,0.0,0,,,,0,0,0.0,19,2013,3,1,1
,,,0,0,0,0.0,0,,,,0,0,0.0,20,2013,3,2,1
,,,0,0,0,0.0,0,,,,0,0,0.0,21,2013,3,3,1
,,,0,0,0,0.0,0,,,,0,0,0.0,22,2013,3,4,1
,,,0,0,0,0.0,0,,,,0,0,0.0,23,2013,3,5,1
,,,0,0,0,0.0,0,,,,0,0,0.0,24,2013,3,6,1
,,,0,0,0,0.0,0,,,,0,0,0.0,25,2013,3,0,1
,,,0,0,0,0.0,0,,,,0,0,0.0,26,2013,3,1,1
,,,0,0,0,0.0,0,,,,0,0,0.0,27,2013,3,2,1
,,,0,0,0,0.0,0,,,,0,0,0.0,28,2013,3,3,1
,,,0,0,0,0.0,0,,,,0,0,0.0,29,2013,3,4,1
,,,0,0,0,0.0,0,,,,0,0,0.0,30,2013,3,5,1
,,,0,0,0,0.0,0,,,,0,0,0.0,31,2013,3,6,1
,,,0,0,0,0.0,0,,,,0,0,0.0,1,2013,4,0,2
,,,0,0,0,0.0,0,,,,0,0,0.0,2,2013,4,1,2
103.295,7500000.0,775075000.0,0,2,0,0.0,2,366740932.06240284,515750000.0,1034400000.0,2,0,0.0,3,2013,4,2,2
103.72,13500000.0,1394355000.0,0,2,0,0.0,2,1677108792.5504415,208460000.0,2580250000.0,2,0,0.0,4,2013,4,3,2
102.9981525,52500000.0,5408590250.0,1,4,0,0.0,4,3799004002.829371,1029600000.0,10306261000.0,4,0,0.0,5,2013,4,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,6,2013,4,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,7,2013,4,6,2
110.87538155737708,22082459.01639344,2535645598.5901637,4,15,5,102.0,122,3841112416.432919,0.0,25000000000.0,10,5,87.0,8,2013,4,0,2
106.01660167938935,23199236.641221374,2524491291.9083967,8,12,1,118.0,131,3272931138.574484,0.0,25000000000.0,11,1,106.0,9,2013,4,1,2
109.46196428571439,24687767.85714286,2812490771.09375,4,12,1,99.0,112,3650784517.9086194,0.0,25000000000.0,11,1,87.0,10,2013,4,2,2
104.72445260273976,21142931.506849315,2215525088.9383564,1,13,3,57.0,73,2470625487.7920322,2529000.0,10693000000.0,10,3,44.0,11,2013,4,3,2
135.45817389610392,39133116.883116886,6328552129.220779,12,15,1,61.0,77,10886050661.936132,27062500.0,50000000000.0,14,1,46.0,12,2013,4,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,13,2013,4,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,14,2013,4,6,2
109.2879251724138,27022844.827586208,2852093213.1465516,6,18,7,91.0,116,2719878092.5867414,0.0,10437500000.0,11,7,73.0,15,2013,4,0,2
120.09792432432435,21689729.72972973,2404454624.5945945,3,22,5,84.0,111,2322987290.4660473,0.0,10412490000.0,17,5,62.0,16,2013,4,1,2
104.83752759493676,26548797.46835443,2779424014.797468,14,21,2,135.0,158,3075646294.637469,20856240.0,10800000000.0,19,2,114.0,17,2013,4,2,2
106.02153926174495,21055570.469798658,2343332850.6845636,10,23,2,124.0,149,3937400907.7231135,0.0,37500000000.0,21,2,101.0,18,2013,4,3,2
165.71332375,31831500.0,7352014001.25,8,1,0,39.0,40,14683652718.61652,0.0,50000000000.0,1,0,38.0,19,2013,4,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,20,2013,4,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,21,2013,4,6,2
134.27978882352934,23794117.647058822,2805021010.2941175,2,13,8,47.0,68,3671213701.477873,0.0,25000000000.0,5,8,34.0,22,2013,4,0,2
124.04124130434784,15294637.68115942,1767801946.0289855,0,3,0,66.0,69,1561910153.8205001,0.0,10000000000.0,3,0,63.0,23,2013,4,1,2
110.13058362068963,14615517.24137931,1551096339.6551723,1,2,0,56.0,58,1726837025.8477447,0.0,10000000000.0,2,0,54.0,24,2013,4,2,2
121.90998685714287,17083142.85714286,1998794919.2857144,1,7,2,61.0,70,2217866005.6424646,0.0,10000000000.0,5,2,54.0,25,2013,4,3,2
200.7540586206897,26700000.0,9820364050.0,5,0,0,29.0,29,18710717707.163795,32430000.0,50000000000.0,0,0,29.0,26,2013,4,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,27,2013,4,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,28,2013,4,6,2
110.6492330508475,18581355.93220339,2008852180.5084746,3,6,6,49.0,59,2360645508.7378297,0.0,10687500000.0,0,6,43.0,29,2013,4,0,2
116.0137430851064,20941276.59574468,2277730704.787234,1,11,0,83.0,94,1912711055.6070096,0.0,10000000000.0,11,0,72.0,30,2013,4,1,2
105.92379511363637,21560681.818181816,2285604143.765909,0,10,4,74.0,88,1414739411.9173827,52968750.0,5301000000.0,6,4,64.0,1,2013,5,2,2
106.32331339285714,24571428.57142857,2612013930.357143,2,2,0,54.0,56,2097016222.634991,212187600.0,10637500000.0,2,0,52.0,2,2013,5,3,2
125.59653524590156,31396967.213114753,4629239590.983606,9,14,2,106.0,122,8253721160.2641,0.0,50000000000.0,12,2,92.0,3,2013,5,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,4,2013,5,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,5,2013,5,6,2
112.16830444444443,21948703.703703705,2398950548.148148,1,9,9,41.0,54,2135238761.7446032,0.0,10668750000.0,0,9,32.0,6,2013,5,0,2
110.63283449999999,20790000.0,2384031092.0,0,10,0,90.0,100,2830131702.798198,0.0,25000000000.0,10,0,80.0,7,2013,5,1,2
113.56302458333336,15803437.5,1862311921.3541667,0,4,4,90.0,96,2714281709.0613155,0.0,25000000000.0,0,4,86.0,8,2013,5,2,2
107.59980584905668,12416132.075471697,1327258035.8679245,0,11,1,94.0,106,1401393318.1122828,10728126.0,7000000000.0,10,1,83.0,9,2013,5,3,2
115.8023125748504,22276047.904191617,2846132807.6706586,6,19,1,147.0,167,7325106143.573342,0.0,50000000000.0,18,1,128.0,10,2013,5,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,11,2013,5,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,12,2013,5,6,2
96.23646441441444,22430252.25225225,1930601942.1585586,6,12,2,97.0,111,2616822928.54591,0.0,10900000000.0,10,2,85.0,13,2013,5,0,2
116.78874756410256,23500371.794871796,2833299891.401282,7,16,4,136.0,156,4033330790.9181857,0.0,25000000000.0,12,4,120.0,14,2013,5,1,2
116.71935869918701,27525772.35772358,3340467048.495935,6,10,2,111.0,123,4265361089.66925,0.0,30000000000.0,8,2,101.0,15,2013,5,2,2
109.64825375000007,22492884.615384616,2540110599.8846154,2,8,4,92.0,104,3059883036.4266553,0.0,25000000000.0,4,4,84.0,16,2013,5,3,2
152.83927209302323,25470465.11627907,7296453851.72093,5,2,2,39.0,43,15758239411.137556,28881576.0,50000000000.0,0,2,37.0,17,2013,5,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,18,2013,5,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,19,2013,5,6,2
112.16347589285712,30196428.57142857,3489961897.321429,0,7,0,49.0,56,3564676893.3220034,0.0,25000000000.0,7,0,42.0,20,2013,5,0,2
163.47995814814823,22657703.703703705,2865014946.6666665,5,7,0,128.0,135,3935366127.3175144,0.0,25000000000.0,7,0,121.0,21,2013,5,1,2
116.06613430769232,22197194.871794872,2561645641.115897,7,19,3,173.0,195,3344656548.5171013,0.0,25000000000.0,16,3,154.0,22,2013,5,2,2
106.14630806249997,24495875.0,2604855918.01875,8,16,3,141.0,160,2511604588.2261615,21687500.0,10739880000.0,13,3,125.0,23,2013,5,3,2
148.38879228915656,28337349.39759036,5283985319.277108,8,9,2,72.0,83,10381495756.992498,0.0,50000000000.0,7,2,63.0,24,2013,5,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,25,2013,5,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,26,2013,5,6,2
,,,0,0,0,0.0,0,,,,0,0,0.0,27,2013,5,0,2
104.9424818749999,29688595.505617976,3065639299.744318,17,29,21,128.0,176,3352393015.128092,-42718999.99999999,10731250000.0,8,21,99.0,28,2013,5,1,2
105.44520142857144,24996581.63265306,2637398997.3469386,8,23,3,170.0,196,2528776802.838597,58128125.0,10734375000.0,20,3,147.0,29,2013,5,2,2
105.67008422535204,19533380.28169014,2065023023.9577465,2,14,1,127.0,142,1769056773.940622,11640233.0,10575000000.0,13,1,113.0,30,2013,5,3,2
105.17783624999996,24641041.666666668,2591333512.5,4,14,2,128.0,144,2290999496.637646,38805600.0,10518928999.999998,12,2,114.0,31,2013,5,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,1,2013,6,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,2,2013,6,6,2
104.5390354748604,22298156.424581006,2331865381.340782,6,16,13,150.0,179,2256865373.459981,52250000.0,10626836999.999998,3,13,134.0,3,2013,6,0,2
109.00562544117642,22386893.203883495,2399035558.2352943,4,21,11,174.0,204,2045014399.8264651,5240625.0,10675000000.0,10,11,153.0,4,2013,6,1,2
103.64585323699424,26411069.36416185,2737086799.7398844,9,16,3,154.0,173,2672540726.178442,3097500.0,10668750000.0,13,3,138.0,5,2013,6,2,2
104.14596445229681,24012190.812720846,2489397201.943463,12,28,9,246.0,283,2410764646.696219,5124750.0,10317500000.0,19,9,218.0,6,2013,6,3,2
115.03017108786611,19424267.78242678,2627159286.6108785,7,23,7,209.0,239,5871958448.692805,5124750.0,50000000000.0,16,7,186.0,7,2013,6,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,8,2013,6,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,9,2013,6,6,2
103.82278980582525,25841213.59223301,2681581428.1553397,7,39,2,165.0,206,2336407413.623411,21000000.0,10377529000.0,37,2,126.0,10,2013,6,0,2
102.88136856573692,22008366.533864543,2263679848.6055775,8,40,1,210.0,251,2164827281.6810083,51640650.0,10556250000.0,39,1,170.0,11,2013,6,1,2
103.17617488888884,21115925.925925925,2179817216.5555553,10,39,6,225.0,270,2239996234.732377,31011000.0,10419000000.0,33,6,186.0,12,2013,6,2,2
118.18971420560739,23102803.738317758,2594650891.1214952,5,37,5,172.0,214,2165731429.9694805,103057500.0,10398500000.0,32,5,135.0,13,2013,6,3,2
121.59792428571423,20948571.42857143,3183522466.18,7,31,4,140.0,175,7515534132.971362,13499694.0,50000000000.0,27,4,109.0,14,2013,6,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,15,2013,6,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,16,2013,6,6,2
106.24887090361445,21183795.180722892,2232015415.5120482,5,73,73,82.0,166,2203249862.31072,57206250.0,10412100000.0,0,73,9.0,17,2013,6,0,2
108.40248,21444526.315789472,2290147533.9473686,1,9,2,84.0,95,2229823605.661918,13503750.0,10425000000.0,7,2,75.0,18,2013,6,1,2
110.80320104529605,19222055.74912892,2059982931.4285715,7,31,4,252.0,287,2212094860.2671204,10425000.0,10364062000.0,27,4,221.0,19,2013,6,2,2
104.89956698412698,23012031.746031746,2376917473.968254,6,36,13,266.0,315,2072953365.7585194,0.0,10346933000.0,23,13,230.0,20,2013,6,3,2
108.2572279807691,26259615.384615384,3199130940.8653846,7,66,10,236.0,312,5806028249.55466,50750000.0,50000000000.0,56,10,170.0,21,2013,6,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,22,2013,6,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,23,2013,6,6,2
101.10008244755248,20250244.755244754,2045136839.2307692,0,33,6,247.0,286,1788049936.8589242,70514150.0,9564445150.0,27,6,214.0,24,2013,6,0,2
101.76017163179925,20765188.284518827,2114433178.4518828,6,28,24,187.0,239,2114866474.0114667,16320000.0,10346933000.0,4,24,159.0,25,2013,6,1,2
102.75099647840526,21734534.88372093,2232523549.7093024,7,49,8,244.0,301,2108228586.9282882,3075825.0,10278125000.0,41,8,195.0,26,2013,6,2,2
103.33181062500007,19094088.541666668,1973591158.9192708,3,23,5,164.0,192,1976966903.6475418,3075825.0,10342015000.0,18,5,141.0,27,2013,6,3,2
118.08119773480668,20740331.491712708,3467188549.723757,6,19,4,158.0,181,8760000500.33637,205900000.0,50000000000.0,15,4,139.0,28,2013,6,4,2
,,,0,0,0,0.0,0,,,,0,0,0.0,29,2013,6,5,2
,,,0,0,0,0.0,0,,,,0,0,0.0,30,2013,6,6,2
99.49862999999995,23352962.962962963,2330936398.4444447,4,20,20,103.0,135,2415075837.148673,0.0,10342015000.0,0,20,83.0,1,2013,7,0,3
103.05557777777767,11807638.888888888,1219173042.3611112,2,9,0,207.0,216,1594497518.0236418,0.0,10364600000.0,9,0,198.0,2,2013,7,1,3
95.42676286885244,15991393.44262295,1355236601.8852458,1,8,3,111.0,122,1568327705.1389315,0.0,10287500000.0,5,3,103.0,3,2013,7,2,3
,,,0,0,0,0.0,0,,,,0,0,0.0,4,2013,7,3,3
103.02859880434781,17456521.739130434,1798795285.8695652,0,5,1,86.0,92,1789041535.67242,102937500.0,9777044700.0,4,1,81.0,5,2013,7,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,6,2013,7,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,7,2013,7,6,3
113.03355238095241,22878174.603174604,3313421357.0436506,7,8,2,116.0,126,7647743962.070003,16555000.0,50000000000.0,6,2,108.0,8,2013,7,0,3
104.34768394495416,19073394.495412845,1992432452.7522936,0,4,1,104.0,109,1820213578.457725,104156300.0,9891875000.0,3,1,100.0,9,2013,7,1,3
104.14367275000002,15050000.0,1571123019.5833333,2,1,1,118.0,120,1649630114.9679434,104343800.0,10650000000.0,0,1,117.0,10,2013,7,2,3
105.05206744444445,27690833.333333332,2909862260.138889,10,13,3,164.0,180,2565632745.5851126,36768375.0,10512500000.0,10,3,151.0,11,2013,7,3,3
118.29147291666669,27541666.666666668,4265781426.5625,5,4,1,91.0,96,9228163419.72981,0.0,50000000000.0,3,1,87.0,12,2013,7,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,13,2013,7,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,14,2013,7,6,3
105.6275138793104,17474000.0,1846975826.2931035,1,6,1,109.0,116,1875623135.2162097,7813937.5,10800000000.0,5,1,103.0,15,2013,7,0,3
105.65247134831462,27397752.808988765,2900257510.674157,8,11,8,70.0,89,3212368563.05814,10532250.0,10678125000.0,3,8,59.0,16,2013,7,1,3
105.64023683823531,19488676.470588237,2061565457.1617646,4,7,5,124.0,136,2177679663.927257,5128125.0,10606250000.0,2,5,117.0,17,2013,7,2,3
106.31781215686274,24730980.39215686,2634000742.745098,5,7,1,145.0,153,2646591075.5871997,90392400.0,10753000000.0,6,1,138.0,18,2013,7,3,3
127.52738648648642,21784459.45945946,4443113864.695946,4,4,1,69.0,74,11084664014.953234,10656250.0,50000000000.0,3,1,65.0,19,2013,7,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,20,2013,7,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,21,2013,7,6,3
105.61895756097559,20895853.658536587,2215205032.902439,3,11,7,64.0,82,2330503027.3396807,48946898.0,10656250000.0,4,7,53.0,22,2013,7,0,3
106.11220517241377,21946551.724137932,2332561181.12069,4,8,2,106.0,116,2306555552.1765113,84570960.0,10741000000.0,6,2,98.0,23,2013,7,1,3
105.54274051094892,20276204.379562043,2139734876.2773724,1,8,6,123.0,137,1868249387.7003007,10519250.0,10543750000.0,2,6,115.0,24,2013,7,2,3
105.17753008928575,15858035.714285715,1667823500.892857,0,10,2,100.0,112,1401384369.0711987,10530750.0,5573013069.999999,8,2,90.0,25,2013,7,3,3
124.65128068627453,24225490.19607843,4485035213.039216,5,6,2,94.0,102,10519754610.606995,105151190.0,50000000000.0,4,2,88.0,26,2013,7,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,27,2013,7,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,28,2013,7,6,3
105.52571057692305,19576923.076923076,2073050913.4615386,0,5,2,45.0,52,2254835416.8594117,105500000.0,8600000000.0,3,2,40.0,29,2013,7,0,3
105.8060855769231,16478846.153846154,1746852120.7692308,0,3,1,48.0,52,1301358651.9435656,94978080.0,5279875000.0,2,1,45.0,30,2013,7,1,3
105.43124791666662,12481770.833333334,1315914460.2083333,0,4,0,92.0,96,1155153070.7165618,1585312.5,5266250000.0,4,0,88.0,31,2013,7,2,3
105.70758600000003,16435400.0,1735864545.25,0,8,1,91.0,100,1586669668.730763,4209800.0,6352500000.0,7,1,83.0,1,2013,8,3,3
120.77129401639341,21188524.590163935,3405814804.4262295,1,16,4,102.0,122,14440144830.445065,211000000.0,160000000000.0,12,4,86.0,2,2013,8,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,3,2013,8,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,4,2013,8,6,3
214.19100105263158,15036842.105263159,3085696191.8421054,0,3,1,34.0,38,4404185776.195933,105843750.0,21840000000.0,2,1,31.0,5,2013,8,0,3
136.24122031250002,12968750.0,1624435648.4375,0,10,6,48.0,64,1393597584.9987943,210832500.0,5400000000.0,4,6,38.0,6,2013,8,1,3
169.19726523364488,24962616.822429907,4485895472.897196,0,12,7,88.0,107,5867590741.2771435,209860000.0,38200000000.0,5,7,76.0,7,2013,8,2,3
226.2963127472527,16216813.186813187,3277004172.5274725,0,8,3,80.0,91,4375815445.505624,10512500.0,19100000000.0,5,3,72.0,8,2013,8,3,3
206.39181481481475,23467777.777777776,8886625061.11111,2,9,4,41.0,54,31766525264.188705,39947500.0,166080000000.0,5,4,32.0,9,2013,8,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,10,2013,8,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,11,2013,8,6,3
173.33660000000006,10338409.090909092,2581452093.9772725,0,6,4,34.0,44,4859133374.951417,15751500.0,19200000000.0,2,4,28.0,12,2013,8,0,3
213.89543543859645,18315789.47368421,4201570121.0526314,0,11,5,98.0,114,5335069473.385805,104968800.0,19200000000.0,6,5,87.0,13,2013,8,1,3
177.63855802469138,14691851.851851853,2656827964.1975307,0,14,5,62.0,81,3399059568.562907,2103750.0,19981000000.0,9,5,48.0,14,2013,8,2,3
198.8241838513513,20752364.864864863,3520223040.8783784,6,12,5,131.0,148,4236791449.2312007,58500000.0,19700000000.0,7,5,119.0,15,2013,8,3,3
257.70699364963497,20928000.0,4608228345.051095,8,7,3,127.0,137,8445979215.176152,5955000.0,52700000000.0,4,3,120.0,16,2013,8,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,17,2013,8,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,18,2013,8,6,3
179.58280381679387,25654961.832061067,4219470190.076336,8,11,4,116.0,131,5415786085.042713,41325000.0,41900000000.0,7,4,105.0,19,2013,8,0,3
111.90514800000003,17917826.086956523,1940215395.3043478,0,10,2,103.0,115,1738771695.8399053,10387000.0,8810645250.0,8,2,93.0,20,2013,8,1,3
103.805669423077,14157217.948717948,1472493408.0288463,1,25,3,128.0,156,1554227744.5180256,1349156.25,10368750000.0,22,3,103.0,21,2013,8,2,3
103.96331238095242,19531523.80952381,2029462578.7619047,3,15,4,86.0,105,2078187348.3699877,84213270.00000001,10399600000.0,11,4,71.0,22,2013,8,3,3
119.15588950617285,19234567.901234567,3475987611.728395,4,9,1,71.0,81,9344541695.640368,104375000.0,50000000000.0,8,1,62.0,23,2013,8,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,24,2013,8,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,25,2013,8,6,3
104.70785434782609,20568840.579710145,2153842153.0434785,0,13,6,50.0,69,1692088941.8056679,26190000.0,5242187500.0,7,6,37.0,26,2013,8,0,3
103.882317,21335000.0,2218935833.214286,4,16,5,119.0,140,2172307720.2330484,48281250.0,10399416000.0,11,5,103.0,27,2013,8,1,3
103.80888421568629,15854705.88235294,1645843375.735294,1,14,3,85.0,102,1541115143.1752179,8290000.0,10381250000.0,11,3,71.0,28,2013,8,2,3
104.1501927631579,18236842.10526316,1900580313.8157895,1,3,2,71.0,76,2058156335.5378053,104187500.0,10426000000.0,1,2,68.0,29,2013,8,3,3
134.4541269230769,21797692.307692308,5170453476.602564,3,0,0,39.0,39,12576105152.330153,36454687.5,50000000000.0,0,0,39.0,30,2013,8,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,31,2013,8,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,1,2013,9,6,3
,,,0,0,0,0.0,0,,,,0,0,0.0,2,2013,9,0,3
104.0888948780488,21025365.85365854,2188487127.5914636,3,10,3,69.0,82,2305822431.6411915,38491562.5,10409375000.0,7,3,59.0,3,2013,9,1,3
104.15306217391313,16894239.13043478,1759432092.527174,0,10,2,80.0,92,2030264593.435501,10390625.0,9893255350.0,8,2,70.0,4,2013,9,2,3
104.22143329411763,16992941.17647059,1774490224.1176472,1,5,0,80.0,85,1842445474.8585052,15618000.0,10643125000.0,5,0,75.0,5,2013,9,3,3
111.39770936936944,17271891.891891893,2168460384.779279,1,11,0,100.0,111,4754159383.559096,4168748.0,50000000000.0,11,0,89.0,6,2013,9,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,7,2013,9,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,8,2013,9,6,3
104.6324433333334,19656875.0,2056128960.9375,0,8,1,87.0,96,1533207143.9877129,6281250.0,5738145050.0,7,1,79.0,9,2013,9,0,3
105.15373555555553,13156148.148148147,1384414909.925926,1,11,1,123.0,135,1560659381.01172,4201250.0,10519000000.0,10,1,112.0,10,2013,9,1,3
105.38537588785049,18217009.34579439,1919570131.3084111,3,13,3,91.0,107,2226175758.7557654,46437600.0,10531250000.0,10,3,78.0,11,2013,9,2,3
105.38284223140492,23821735.537190083,2510911871.818182,2,14,4,103.0,121,2182420842.230961,45245030.0,10531250000.0,10,4,89.0,12,2013,9,3,3
115.92059400000008,14501636.363636363,2267918156.0,2,19,1,90.0,110,6660413901.901776,15764849.999999998,50000000000.0,18,1,71.0,13,2013,9,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,14,2013,9,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,15,2013,9,6,3
105.97295212121212,20091717.17171717,2129433799.090909,2,13,3,83.0,99,2163826140.59691,38137500.0,10603125000.0,10,3,70.0,16,2013,9,0,3
105.95742737704917,18435819.672131147,1953642469.4262295,1,5,1,116.0,122,1917511097.2233274,15882000.0,10600320000.0,4,1,111.0,17,2013,9,1,3
106.08811090909096,22600772.727272727,2396689711.090909,1,27,2,191.0,220,2221553080.224971,15880500.0,10400000000.0,25,2,164.0,18,2013,9,2,3
106.55020122807024,19602105.263157893,2091371414.5263157,1,8,4,102.0,114,1991306657.9305575,14018381.0,10669650000.0,4,4,94.0,19,2013,9,3,3
114.8704866304348,25059891.304347824,3521854151.902174,6,11,0,81.0,92,7391281950.805572,10631750.0,50000000000.0,11,0,70.0,20,2013,9,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,21,2013,9,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,22,2013,9,6,3
106.02956202531641,19455696.202531647,2069510637.341772,0,9,4,66.0,79,2068006134.36626,106031250.0,9545625000.0,5,4,57.0,23,2013,9,0,3
106.2711162962962,19961111.111111112,2124727127.5,2,6,1,101.0,108,2170149477.897433,15971062.5,10643750000.0,5,1,95.0,24,2013,9,1,3
103.75006061224492,17784693.87755102,1879991116.122449,0,13,3,82.0,98,1758744912.5503197,0.0,8388812500.0,10,3,69.0,25,2013,9,2,3
109.98518282051285,14320512.82051282,1527246764.6153846,0,7,4,67.0,78,1114831216.2937245,0.0,5306000000.0,3,4,60.0,26,2013,9,3,3
115.86622748633881,38918825.13661202,4819499569.622951,50,54,18,294.0,366,6498005019.585712,10450000.0,50000000000.0,36,18,240.0,27,2013,9,4,3
,,,0,0,0,0.0,0,,,,0,0,0.0,28,2013,9,5,3
,,,0,0,0,0.0,0,,,,0,0,0.0,29,2013,9,6,3
104.80957478947377,31436368.42105263,3297613095.9105263,27,20,5,165.0,190,3541168843.24916,21716373.0,10586250000.0,15,5,145.0,30,2013,9,0,3
105.37540911242606,33632011.834319524,3547194333.757396,21,19,11,139.0,169,3516854358.0052476,49274330.0,10621875000.0,8,11,120.0,1,2013,10,1,4
105.61933903846158,19444615.384615384,2054363623.5576923,7,22,9,125.0,156,2546301813.446979,6371250.0,10629125000.0,13,9,103.0,2,2013,10,2,4
103.45547174418606,25411860.465116277,2633529365.852713,14,37,14,207.0,258,2741747122.19273,13633100.0,11673750000.0,23,14,170.0,3,2013,10,3,4
117.35584624242424,26440787.87878788,3785805450.5454545,18,25,15,125.0,165,7639534771.658369,13633100.0,50000000000.0,10,15,100.0,4,2013,10,4,4
,,,0,0,0,0.0,0,,,,0,0,0.0,5,2013,10,5,4
,,,0,0,0,0.0,0,,,,0,0,0.0,6,2013,10,6,4
104.71875,10000000.0,1047187500.0,0,1,1,0.0,2,0.0,1047187500.0,1047187500.0,0,1,0.0,7,2013,10,0,4
104.34635416666667,10416666.666666666,1086848958.3333333,0,12,12,0.0,24,507722671.12403435,521562500.0,2606250000.0,0,12,0.0,8,2013,10,1,4
104.2875,9000000.0,938687500.0,0,5,5,0.0,10,220174764.86494386,520937500.0,1043750000.0,0,5,0.0,9,2013,10,2,4
105.0703125,7500000.0,788085937.5,0,4,4,0.0,8,281000195.98267025,525000000.0,1050937500.0,0,4,0.0,10,2013,10,3,4
161.91071428571428,24285714.285714287,8198482142.857142,1,3,3,1.0,7,18434415997.747623,1055625000.0,50000000000.0,0,3,1.0,11,2013,10,4,4
,,,0,0,0,0.0,0,,,,0,0,0.0,12,2013,10,5,4
,,,0,0,0,0.0,0,,,,0,0,0.0,13,2013,10,6,4
,,,0,0,0,0.0,0,,,,0,0,0.0,14,2013,10,0,4
106.743878046875,20102812.5,2143633526.0,10,25,10,221.0,256,2333768345.5017166,16087500.0,10728125000.0,15,10,196.0,15,2013,10,1,4
107.7250103571428,19086399.35064935,2088747251.7501626,8,12,5,291.0,308,2544978738.14891,10120468.75,22500000000.0,7,5,279.0,16,2013,10,2,4
100.37253832061069,23948854.96183206,2358348372.328244,7,33,15,214.0,262,2355891627.7375145,28906250.0,10806000000.0,18,15,181.0,17,2013,10,3,4
101.45816317596558,20931330.472103003,2353509510.9871244,5,34,12,187.0,233,4834545184.162105,28125000.0,50000000000.0,22,12,153.0,18,2013,10,4,4
,,,0,0,0,0.0,0,,,,0,0,0.0,19,2013,10,5,4
,,,0,0,0,0.0,0,,,,0,0,0.0,20,2013,10,6,4
107.05204150289022,17418381.502890173,1863208768.3815029,1,26,1,146.0,173,2029187715.4937737,10681250.0,10675000000.0,25,1,120.0,21,2013,10,0,4
105.25745915492953,18997652.582159624,1987894905.633803,2,16,5,192.0,213,1747248922.7561615,26562500.0,10706250000.0,11,5,176.0,22,2013,10,1,4
108.81485511904768,22150297.61904762,2420854424.702381,6,6,4,158.0,168,2430486447.4415245,0.0,10794375000.0,2,4,152.0,23,2013,10,2,4
